President,Date,Approve,Disapprove,Inaug,Days,Inflation,Unemployment Rate,Real GDP Growth (%)
Obama,2009-04-15,62,30,1/20/2009,85,,,
Obama,2009-04-16,62,30,1/20/2009,86,,,
Obama,2009-04-17,61,31,1/20/2009,87,,,
Obama,2009-04-18,62,29,1/20/2009,88,,,
Obama,2009-04-19,63,28,1/20/2009,89,,,
Obama,2009-04-20,63,28,1/20/2009,90,,,
Obama,2009-04-21,64,28,1/20/2009,91,,,
Obama,2009-04-22,65,29,1/20/2009,92,,,
Obama,2009-04-23,65,28,1/20/2009,93,,,
Obama,2009-04-24,66,27,1/20/2009,94,,,
Obama,2009-04-25,65,29,1/20/2009,95,,,
Obama,2009-04-26,65,29,1/20/2009,96,,,
Obama,2009-04-27,63,31,1/20/2009,97,,,
Obama,2009-04-28,63,31,1/20/2009,98,,,
Obama,2009-04-29,63,31,1/20/2009,99,,,
Obama,2009-04-30,65,29,1/20/2009,100,,,-0.7
Obama,2009-05-01,67,28,1/20/2009,101,213.856,9.4,
Obama,2009-05-02,68,26,1/20/2009,102,,,
Obama,2009-05-03,67,27,1/20/2009,103,,,
Obama,2009-05-04,67,27,1/20/2009,104,,,
Obama,2009-05-05,66,27,1/20/2009,105,,,
Obama,2009-05-06,67,26,1/20/2009,106,,,
Obama,2009-05-07,66,28,1/20/2009,107,,,
Obama,2009-05-08,66,28,1/20/2009,108,,,
Obama,2009-05-09,66,28,1/20/2009,109,,,
Obama,2009-05-10,66,27,1/20/2009,110,,,
Obama,2009-05-11,65,29,1/20/2009,111,,,
Obama,2009-05-12,64,29,1/20/2009,112,,,
Obama,2009-05-13,64,28,1/20/2009,113,,,
Obama,2009-05-14,63,29,1/20/2009,114,,,
Obama,2009-05-15,65,28,1/20/2009,115,,,
Obama,2009-05-16,63,30,1/20/2009,116,,,
Obama,2009-05-17,64,28,1/20/2009,117,,,
Obama,2009-05-18,63,29,1/20/2009,118,,,
Obama,2009-05-19,65,29,1/20/2009,119,,,
Obama,2009-05-20,64,29,1/20/2009,120,,,
Obama,2009-05-21,64,30,1/20/2009,121,,,
Obama,2009-05-22,62,28,1/20/2009,122,,,
Obama,2009-05-23,64,27,1/20/2009,123,,,
Obama,2009-05-24,64,27,1/20/2009,124,,,
Obama,2009-05-26,65,28,1/20/2009,126,,,
Obama,2009-05-27,64,30,1/20/2009,127,,,
Obama,2009-05-28,64,29,1/20/2009,128,,,
Obama,2009-05-29,62,30,1/20/2009,129,,,
Obama,2009-05-30,63,30,1/20/2009,130,,,
Obama,2009-05-31,62,30,1/20/2009,131,,,-0.7
Obama,2009-06-01,64,30,1/20/2009,132,215.693,9.5,
Obama,2009-06-02,63,29,1/20/2009,133,,,
Obama,2009-06-03,63,30,1/20/2009,134,,,
Obama,2009-06-04,62,31,1/20/2009,135,,,
Obama,2009-06-05,62,31,1/20/2009,136,,,
Obama,2009-06-06,62,32,1/20/2009,137,,,
Obama,2009-06-07,62,32,1/20/2009,138,,,
Obama,2009-06-08,61,34,1/20/2009,139,,,
Obama,2009-06-09,59,34,1/20/2009,140,,,
Obama,2009-06-10,60,33,1/20/2009,141,,,
Obama,2009-06-11,61,31,1/20/2009,142,,,
Obama,2009-06-12,63,29,1/20/2009,143,,,
Obama,2009-06-13,62,30,1/20/2009,144,,,
Obama,2009-06-14,61,31,1/20/2009,145,,,
Obama,2009-06-15,62,30,1/20/2009,146,,,
Obama,2009-06-16,61,32,1/20/2009,147,,,
Obama,2009-06-17,61,32,1/20/2009,148,,,
Obama,2009-06-18,58,33,1/20/2009,149,,,
Obama,2009-06-20,57,35,1/20/2009,151,,,
Obama,2009-06-21,57,35,1/20/2009,152,,,
Obama,2009-06-22,60,33,1/20/2009,153,,,
Obama,2009-06-23,60,34,1/20/2009,154,,,
Obama,2009-06-24,61,32,1/20/2009,155,,,
Obama,2009-06-25,59,33,1/20/2009,156,,,
Obama,2009-06-26,59,33,1/20/2009,157,,,
Obama,2009-06-27,57,35,1/20/2009,158,,,
Obama,2009-06-28,59,34,1/20/2009,159,,,
Obama,2009-06-29,60,32,1/20/2009,160,,,
Obama,2009-06-30,63,30,1/20/2009,161,,,-0.7
Obama,2009-07-01,61,30,1/20/2009,162,215.351,9.5,
Obama,2009-07-02,62,31,1/20/2009,163,,,
Obama,2009-07-03,60,33,1/20/2009,164,,,
Obama,2009-07-05,59,34,1/20/2009,166,,,
Obama,2009-07-06,58,35,1/20/2009,167,,,
Obama,2009-07-07,56,36,1/20/2009,168,,,
Obama,2009-07-08,57,36,1/20/2009,169,,,
Obama,2009-07-09,58,36,1/20/2009,170,,,
Obama,2009-07-10,58,35,1/20/2009,171,,,
Obama,2009-07-11,58,35,1/20/2009,172,,,
Obama,2009-07-12,59,33,1/20/2009,173,,,
Obama,2009-07-13,60,32,1/20/2009,174,,,
Obama,2009-07-14,59,33,1/20/2009,175,,,
Obama,2009-07-15,58,34,1/20/2009,176,,,
Obama,2009-07-16,58,36,1/20/2009,177,,,
Obama,2009-07-17,60,33,1/20/2009,178,,,
Obama,2009-07-18,60,33,1/20/2009,179,,,
Obama,2009-07-19,61,32,1/20/2009,180,,,
Obama,2009-07-20,59,34,1/20/2009,181,,,
Obama,2009-07-21,57,36,1/20/2009,182,,,
Obama,2009-07-22,55,39,1/20/2009,183,,,
Obama,2009-07-23,56,39,1/20/2009,184,,,
Obama,2009-07-24,55,39,1/20/2009,185,,,
Obama,2009-07-25,56,37,1/20/2009,186,,,
Obama,2009-07-26,56,36,1/20/2009,187,,,
Obama,2009-07-27,54,37,1/20/2009,188,,,
Obama,2009-07-28,53,39,1/20/2009,189,,,
Obama,2009-07-29,52,41,1/20/2009,190,,,
Obama,2009-07-30,54,40,1/20/2009,191,,,
Obama,2009-07-31,56,38,1/20/2009,192,,,1.4
Obama,2009-08-01,55,39,1/20/2009,193,215.834,9.6,
Obama,2009-08-02,56,38,1/20/2009,194,,,
Obama,2009-08-03,55,38,1/20/2009,195,,,
Obama,2009-08-04,56,37,1/20/2009,196,,,
Obama,2009-08-05,56,37,1/20/2009,197,,,
Obama,2009-08-06,58,36,1/20/2009,198,,,
Obama,2009-08-07,58,36,1/20/2009,199,,,
Obama,2009-08-08,55,38,1/20/2009,200,,,
Obama,2009-08-09,55,38,1/20/2009,201,,,
Obama,2009-08-10,54,40,1/20/2009,202,,,
Obama,2009-08-11,53,40,1/20/2009,203,,,
Obama,2009-08-12,53,40,1/20/2009,204,,,
Obama,2009-08-13,54,39,1/20/2009,205,,,
Obama,2009-08-14,55,37,1/20/2009,206,,,
Obama,2009-08-15,54,39,1/20/2009,207,,,
Obama,2009-08-16,53,40,1/20/2009,208,,,
Obama,2009-08-17,52,42,1/20/2009,209,,,
Obama,2009-08-18,51,41,1/20/2009,210,,,
Obama,2009-08-19,51,42,1/20/2009,211,,,
Obama,2009-08-20,53,40,1/20/2009,212,,,
Obama,2009-08-21,53,40,1/20/2009,213,,,
Obama,2009-08-22,54,38,1/20/2009,214,,,
Obama,2009-08-23,52,40,1/20/2009,215,,,
Obama,2009-08-24,51,42,1/20/2009,216,,,
Obama,2009-08-25,51,44,1/20/2009,217,,,
Obama,2009-08-26,50,43,1/20/2009,218,,,
Obama,2009-08-27,50,43,1/20/2009,219,,,
Obama,2009-08-28,50,42,1/20/2009,220,,,
Obama,2009-08-29,50,42,1/20/2009,221,,,
Obama,2009-08-30,51,42,1/20/2009,222,,,
Obama,2009-08-31,52,42,1/20/2009,223,,,1.4
Obama,2009-09-01,54,40,1/20/2009,224,215.969,9.8,
Obama,2009-09-02,55,39,1/20/2009,225,,,
Obama,2009-09-03,55,38,1/20/2009,226,,,
Obama,2009-09-04,53,40,1/20/2009,227,,,
Obama,2009-09-05,52,41,1/20/2009,228,,,
Obama,2009-09-06,51,41,1/20/2009,229,,,
Obama,2009-09-08,51,41,1/20/2009,231,,,
Obama,2009-09-09,51,42,1/20/2009,232,,,
Obama,2009-09-10,51,42,1/20/2009,233,,,
Obama,2009-09-11,52,41,1/20/2009,234,,,
Obama,2009-09-12,53,40,1/20/2009,235,,,
Obama,2009-09-13,53,40,1/20/2009,236,,,
Obama,2009-09-14,52,41,1/20/2009,237,,,
Obama,2009-09-15,51,41,1/20/2009,238,,,
Obama,2009-09-17,51,42,1/20/2009,240,,,
Obama,2009-09-18,52,42,1/20/2009,241,,,
Obama,2009-09-19,52,42,1/20/2009,242,,,
Obama,2009-09-20,53,40,1/20/2009,243,,,
Obama,2009-09-21,53,39,1/20/2009,244,,,
Obama,2009-09-22,51,41,1/20/2009,245,,,
Obama,2009-09-23,51,42,1/20/2009,246,,,
Obama,2009-09-24,50,42,1/20/2009,247,,,
Obama,2009-09-25,52,41,1/20/2009,248,,,
Obama,2009-09-26,51,41,1/20/2009,249,,,
Obama,2009-09-27,51,40,1/20/2009,250,,,
Obama,2009-09-28,52,39,1/20/2009,251,,,
Obama,2009-09-29,53,38,1/20/2009,252,,,
Obama,2009-09-30,54,38,1/20/2009,253,,,1.4
Obama,2009-10-01,54,38,1/20/2009,254,216.177,10.0,
Obama,2009-10-02,53,40,1/20/2009,255,,,
Obama,2009-10-03,52,41,1/20/2009,256,,,
Obama,2009-10-04,51,42,1/20/2009,257,,,
Obama,2009-10-05,50,43,1/20/2009,258,,,
Obama,2009-10-06,51,42,1/20/2009,259,,,
Obama,2009-10-07,53,40,1/20/2009,260,,,
Obama,2009-10-08,53,40,1/20/2009,261,,,
Obama,2009-10-09,54,38,1/20/2009,262,,,
Obama,2009-10-10,56,37,1/20/2009,263,,,
Obama,2009-10-11,56,36,1/20/2009,264,,,
Obama,2009-10-12,56,36,1/20/2009,265,,,
Obama,2009-10-13,52,39,1/20/2009,266,,,
Obama,2009-10-14,53,40,1/20/2009,267,,,
Obama,2009-10-15,52,42,1/20/2009,268,,,
Obama,2009-10-16,54,40,1/20/2009,269,,,
Obama,2009-10-17,53,41,1/20/2009,270,,,
Obama,2009-10-18,51,42,1/20/2009,271,,,
Obama,2009-10-19,50,43,1/20/2009,272,,,
Obama,2009-10-20,50,42,1/20/2009,273,,,
Obama,2009-10-21,51,41,1/20/2009,274,,,
Obama,2009-10-22,54,39,1/20/2009,275,,,
Obama,2009-10-23,54,38,1/20/2009,276,,,
Obama,2009-10-24,55,38,1/20/2009,277,,,
Obama,2009-10-25,52,38,1/20/2009,278,,,
Obama,2009-10-26,51,41,1/20/2009,279,,,
Obama,2009-10-27,51,42,1/20/2009,280,,,
Obama,2009-10-28,51,43,1/20/2009,281,,,
Obama,2009-10-29,53,40,1/20/2009,282,,,
Obama,2009-10-30,55,40,1/20/2009,283,,,
Obama,2009-10-31,55,38,1/20/2009,284,,,4.4
Obama,2009-11-01,53,39,1/20/2009,285,216.33,9.9,
Obama,2009-11-02,50,41,1/20/2009,286,,,
Obama,2009-11-03,50,43,1/20/2009,287,,,
Obama,2009-11-04,52,42,1/20/2009,288,,,
Obama,2009-11-05,52,42,1/20/2009,289,,,
Obama,2009-11-06,52,42,1/20/2009,290,,,
Obama,2009-11-07,54,41,1/20/2009,291,,,
Obama,2009-11-08,53,41,1/20/2009,292,,,
Obama,2009-11-09,54,39,1/20/2009,293,,,
Obama,2009-11-10,51,42,1/20/2009,294,,,
Obama,2009-11-11,53,41,1/20/2009,295,,,
Obama,2009-11-12,52,41,1/20/2009,296,,,
Obama,2009-11-13,54,38,1/20/2009,297,,,
Obama,2009-11-14,53,39,1/20/2009,298,,,
Obama,2009-11-15,53,38,1/20/2009,299,,,
Obama,2009-11-16,50,42,1/20/2009,300,,,
Obama,2009-11-17,50,42,1/20/2009,301,,,
Obama,2009-11-18,50,44,1/20/2009,302,,,
Obama,2009-11-19,49,44,1/20/2009,303,,,
Obama,2009-11-20,49,44,1/20/2009,304,,,
Obama,2009-11-21,48,44,1/20/2009,305,,,
Obama,2009-11-22,49,44,1/20/2009,306,,,
Obama,2009-11-23,49,44,1/20/2009,307,,,
Obama,2009-11-24,49,44,1/20/2009,308,,,
Obama,2009-11-25,49,44,1/20/2009,309,,,
Obama,2009-11-27,49,42,1/20/2009,311,,,
Obama,2009-11-28,51,41,1/20/2009,312,,,
Obama,2009-11-29,51,41,1/20/2009,313,,,
Obama,2009-11-30,51,42,1/20/2009,314,,,4.4
Obama,2009-12-01,49,44,1/20/2009,315,215.949,9.9,
Obama,2009-12-02,51,42,1/20/2009,316,,,
Obama,2009-12-03,52,41,1/20/2009,317,,,
Obama,2009-12-04,52,41,1/20/2009,318,,,
Obama,2009-12-05,49,44,1/20/2009,319,,,
Obama,2009-12-06,47,46,1/20/2009,320,,,
Obama,2009-12-07,50,45,1/20/2009,321,,,
Obama,2009-12-10,50,44,1/20/2009,324,,,
Obama,2009-12-11,50,44,1/20/2009,325,,,
Obama,2009-12-12,48,43,1/20/2009,326,,,
Obama,2009-12-13,48,42,1/20/2009,327,,,
Obama,2009-12-14,48,42,1/20/2009,328,,,
Obama,2009-12-15,49,41,1/20/2009,329,,,
Obama,2009-12-16,51,41,1/20/2009,330,,,
Obama,2009-12-17,52,40,1/20/2009,331,,,
Obama,2009-12-18,50,43,1/20/2009,332,,,
Obama,2009-12-19,50,44,1/20/2009,333,,,
Obama,2009-12-20,49,46,1/20/2009,334,,,
Obama,2009-12-21,51,43,1/20/2009,335,,,
Obama,2009-12-22,50,44,1/20/2009,336,,,
Obama,2009-12-23,51,42,1/20/2009,337,,,
Obama,2009-12-27,51,43,1/20/2009,341,,,
Obama,2009-12-28,52,41,1/20/2009,342,,,
Obama,2009-12-29,53,41,1/20/2009,343,,,
Obama,2009-12-30,51,42,1/20/2009,344,,,
Obama,2010-01-02,51,43,1/20/2009,347,,,
Obama,2010-01-03,49,44,1/20/2009,348,,,
Obama,2010-01-04,50,44,1/20/2009,349,,,
Obama,2010-01-05,51,44,1/20/2009,350,,,
Obama,2010-01-06,52,42,1/20/2009,351,,,
Obama,2010-01-07,52,41,1/20/2009,352,,,
Obama,2010-01-08,52,41,1/20/2009,353,,,
Obama,2010-01-09,50,43,1/20/2009,354,,,
Obama,2010-01-10,49,44,1/20/2009,355,,,
Obama,2010-01-11,50,42,1/20/2009,356,,,
Obama,2010-01-12,50,42,1/20/2009,357,,,
Obama,2010-01-13,50,43,1/20/2009,358,,,
Obama,2010-01-14,49,45,1/20/2009,359,,,
Obama,2010-01-15,49,44,1/20/2009,360,,,
Obama,2010-01-16,50,42,1/20/2009,361,,,
Obama,2010-01-17,50,43,1/20/2009,362,,,
Obama,2010-01-18,50,43,1/20/2009,363,,,
Obama,2010-01-19,50,43,1/20/2009,364,,,
Obama,2010-01-20,49,44,1/20/2009,365,,,
Obama,2010-01-21,49,45,1/20/2009,366,,,
Obama,2010-01-22,47,47,1/20/2009,367,,,
Obama,2010-01-23,48,47,1/20/2009,368,,,
Obama,2010-01-24,48,47,1/20/2009,369,,,
Obama,2010-01-25,48,47,1/20/2009,370,,,
Obama,2010-01-26,48,46,1/20/2009,371,,,
Obama,2010-01-27,47,46,1/20/2009,372,,,
Obama,2010-01-28,48,45,1/20/2009,373,,,
Obama,2010-01-29,47,47,1/20/2009,374,,,
Obama,2010-01-30,48,46,1/20/2009,375,,,
Obama,2010-01-31,50,44,1/20/2009,376,,,1.9
Obama,2010-02-01,51,42,1/20/2009,377,216.741,9.8,
Obama,2010-02-02,51,42,1/20/2009,378,,,
Obama,2010-02-03,50,44,1/20/2009,379,,,
Obama,2010-02-04,49,44,1/20/2009,380,,,
Obama,2010-02-05,50,43,1/20/2009,381,,,
Obama,2010-02-06,49,44,1/20/2009,382,,,
Obama,2010-02-07,51,41,1/20/2009,383,,,
Obama,2010-02-08,50,41,1/20/2009,384,,,
Obama,2010-02-09,51,41,1/20/2009,385,,,
Obama,2010-02-10,50,43,1/20/2009,386,,,
Obama,2010-02-11,51,42,1/20/2009,387,,,
Obama,2010-02-12,52,41,1/20/2009,388,,,
Obama,2010-02-13,53,40,1/20/2009,389,,,
Obama,2010-02-14,53,40,1/20/2009,390,,,
Obama,2010-02-15,52,41,1/20/2009,391,,,
Obama,2010-02-16,50,41,1/20/2009,392,,,
Obama,2010-02-17,51,41,1/20/2009,393,,,
Obama,2010-02-18,48,44,1/20/2009,394,,,
Obama,2010-02-19,48,45,1/20/2009,395,,,
Obama,2010-02-20,48,45,1/20/2009,396,,,
Obama,2010-02-21,49,43,1/20/2009,397,,,
Obama,2010-02-22,51,43,1/20/2009,398,,,
Obama,2010-02-23,51,43,1/20/2009,399,,,
Obama,2010-02-24,50,42,1/20/2009,400,,,
Obama,2010-02-25,50,42,1/20/2009,401,,,
Obama,2010-02-26,49,45,1/20/2009,402,,,
Obama,2010-02-27,50,45,1/20/2009,403,,,
Obama,2010-02-28,50,44,1/20/2009,404,,,1.9
Obama,2010-03-01,50,43,1/20/2009,405,217.631,9.9,
Obama,2010-03-02,52,41,1/20/2009,406,,,
Obama,2010-03-03,50,43,1/20/2009,407,,,
Obama,2010-03-04,50,44,1/20/2009,408,,,
Obama,2010-03-05,47,46,1/20/2009,409,,,
Obama,2010-03-06,48,46,1/20/2009,410,,,
Obama,2010-03-07,49,44,1/20/2009,411,,,
Obama,2010-03-08,49,43,1/20/2009,412,,,
Obama,2010-03-09,48,44,1/20/2009,413,,,
Obama,2010-03-10,46,45,1/20/2009,414,,,
Obama,2010-03-11,46,45,1/20/2009,415,,,
Obama,2010-03-12,47,44,1/20/2009,416,,,
Obama,2010-03-13,49,44,1/20/2009,417,,,
Obama,2010-03-14,49,44,1/20/2009,418,,,
Obama,2010-03-15,48,44,1/20/2009,419,,,
Obama,2010-03-16,46,47,1/20/2009,420,,,
Obama,2010-03-17,46,48,1/20/2009,421,,,
Obama,2010-03-18,47,47,1/20/2009,422,,,
Obama,2010-03-20,50,43,1/20/2009,424,,,
Obama,2010-03-21,50,43,1/20/2009,425,,,
Obama,2010-03-22,51,43,1/20/2009,426,,,
Obama,2010-03-23,50,44,1/20/2009,427,,,
Obama,2010-03-24,51,42,1/20/2009,428,,,
Obama,2010-03-25,50,44,1/20/2009,429,,,
Obama,2010-03-26,48,45,1/20/2009,430,,,
Obama,2010-03-27,46,46,1/20/2009,431,,,
Obama,2010-03-28,48,46,1/20/2009,432,,,
Obama,2010-03-29,48,44,1/20/2009,433,,,
Obama,2010-03-30,50,43,1/20/2009,434,,,
Obama,2010-03-31,50,42,1/20/2009,435,,,1.9
Obama,2010-04-01,50,43,1/20/2009,436,218.009,9.9,
Obama,2010-04-02,48,45,1/20/2009,437,,,
Obama,2010-04-03,48,46,1/20/2009,438,,,
Obama,2010-04-05,49,46,1/20/2009,440,,,
Obama,2010-04-06,50,45,1/20/2009,441,,,
Obama,2010-04-07,49,46,1/20/2009,442,,,
Obama,2010-04-08,49,46,1/20/2009,443,,,
Obama,2010-04-09,47,48,1/20/2009,444,,,
Obama,2010-04-10,45,48,1/20/2009,445,,,
Obama,2010-04-11,45,48,1/20/2009,446,,,
Obama,2010-04-12,46,46,1/20/2009,447,,,
Obama,2010-04-13,49,45,1/20/2009,448,,,
Obama,2010-04-14,49,45,1/20/2009,449,,,
Obama,2010-04-15,49,44,1/20/2009,450,,,
Obama,2010-04-16,46,46,1/20/2009,451,,,
Obama,2010-04-17,47,46,1/20/2009,452,,,
Obama,2010-04-18,48,46,1/20/2009,453,,,
Obama,2010-04-19,49,45,1/20/2009,454,,,
Obama,2010-04-20,49,45,1/20/2009,455,,,
Obama,2010-04-21,49,43,1/20/2009,456,,,
Obama,2010-04-22,50,42,1/20/2009,457,,,
Obama,2010-04-23,49,42,1/20/2009,458,,,
Obama,2010-04-24,50,43,1/20/2009,459,,,
Obama,2010-04-25,51,42,1/20/2009,460,,,
Obama,2010-04-26,51,42,1/20/2009,461,,,
Obama,2010-04-27,49,44,1/20/2009,462,,,
Obama,2010-04-29,49,45,1/20/2009,464,,,
Obama,2010-04-30,49,44,1/20/2009,465,,,3.9
Obama,2010-05-01,47,46,1/20/2009,466,218.178,9.6,
Obama,2010-05-02,47,47,1/20/2009,467,,,
Obama,2010-05-03,50,45,1/20/2009,468,,,
Obama,2010-05-04,50,43,1/20/2009,469,,,
Obama,2010-05-05,50,42,1/20/2009,470,,,
Obama,2010-05-06,48,43,1/20/2009,471,,,
Obama,2010-05-07,49,43,1/20/2009,472,,,
Obama,2010-05-08,50,43,1/20/2009,473,,,
Obama,2010-05-09,50,43,1/20/2009,474,,,
Obama,2010-05-10,51,42,1/20/2009,475,,,
Obama,2010-05-11,49,43,1/20/2009,476,,,
Obama,2010-05-12,51,42,1/20/2009,477,,,
Obama,2010-05-13,52,41,1/20/2009,478,,,
Obama,2010-05-14,51,42,1/20/2009,479,,,
Obama,2010-05-15,48,44,1/20/2009,480,,,
Obama,2010-05-16,47,46,1/20/2009,481,,,
Obama,2010-05-17,46,46,1/20/2009,482,,,
Obama,2010-05-18,49,45,1/20/2009,483,,,
Obama,2010-05-19,48,44,1/20/2009,484,,,
Obama,2010-05-20,49,45,1/20/2009,485,,,
Obama,2010-05-22,48,45,1/20/2009,487,,,
Obama,2010-05-23,48,45,1/20/2009,488,,,
Obama,2010-05-24,48,44,1/20/2009,489,,,
Obama,2010-05-25,47,45,1/20/2009,490,,,
Obama,2010-05-26,46,47,1/20/2009,491,,,
Obama,2010-05-27,45,47,1/20/2009,492,,,
Obama,2010-05-28,45,47,1/20/2009,493,,,
Obama,2010-05-29,46,45,1/20/2009,494,,,
Obama,2010-05-30,47,46,1/20/2009,495,,,
Obama,2010-06-01,50,44,1/20/2009,497,217.965,9.4,
Obama,2010-06-02,49,45,1/20/2009,498,,,
Obama,2010-06-03,48,45,1/20/2009,499,,,
Obama,2010-06-04,46,47,1/20/2009,500,,,
Obama,2010-06-05,45,47,1/20/2009,501,,,
Obama,2010-06-06,47,44,1/20/2009,502,,,
Obama,2010-06-07,45,46,1/20/2009,503,,,
Obama,2010-06-08,47,45,1/20/2009,504,,,
Obama,2010-06-09,44,48,1/20/2009,505,,,
Obama,2010-06-10,45,48,1/20/2009,506,,,
Obama,2010-06-11,44,48,1/20/2009,507,,,
Obama,2010-06-12,46,46,1/20/2009,508,,,
Obama,2010-06-13,48,45,1/20/2009,509,,,
Obama,2010-06-14,49,44,1/20/2009,510,,,
Obama,2010-06-15,49,43,1/20/2009,511,,,
Obama,2010-06-16,46,44,1/20/2009,512,,,
Obama,2010-06-17,45,46,1/20/2009,513,,,
Obama,2010-06-18,45,46,1/20/2009,514,,,
Obama,2010-06-19,48,45,1/20/2009,515,,,
Obama,2010-06-20,49,44,1/20/2009,516,,,
Obama,2010-06-21,48,45,1/20/2009,517,,,
Obama,2010-06-22,45,46,1/20/2009,518,,,
Obama,2010-06-23,45,46,1/20/2009,519,,,
Obama,2010-06-24,45,45,1/20/2009,520,,,
Obama,2010-06-25,46,46,1/20/2009,521,,,
Obama,2010-06-26,45,46,1/20/2009,522,,,
Obama,2010-06-27,46,46,1/20/2009,523,,,
Obama,2010-06-28,46,45,1/20/2009,524,,,
Obama,2010-06-29,46,45,1/20/2009,525,,,
Obama,2010-06-30,47,45,1/20/2009,526,,,3.9
Obama,2010-07-01,49,44,1/20/2009,527,218.011,9.4,
Obama,2010-07-02,47,46,1/20/2009,528,,,
Obama,2010-07-03,46,45,1/20/2009,529,,,
Obama,2010-07-05,44,46,1/20/2009,531,,,
Obama,2010-07-06,44,46,1/20/2009,532,,,
Obama,2010-07-07,44,48,1/20/2009,533,,,
Obama,2010-07-08,45,48,1/20/2009,534,,,
Obama,2010-07-09,46,47,1/20/2009,535,,,
Obama,2010-07-10,47,46,1/20/2009,536,,,
Obama,2010-07-11,47,46,1/20/2009,537,,,
Obama,2010-07-12,48,45,1/20/2009,538,,,
Obama,2010-07-13,45,47,1/20/2009,539,,,
Obama,2010-07-14,44,48,1/20/2009,540,,,
Obama,2010-07-15,44,48,1/20/2009,541,,,
Obama,2010-07-16,47,45,1/20/2009,542,,,
Obama,2010-07-17,49,44,1/20/2009,543,,,
Obama,2010-07-18,48,44,1/20/2009,544,,,
Obama,2010-07-19,47,45,1/20/2009,545,,,
Obama,2010-07-20,46,47,1/20/2009,546,,,
Obama,2010-07-21,46,46,1/20/2009,547,,,
Obama,2010-07-22,44,48,1/20/2009,548,,,
Obama,2010-07-23,44,47,1/20/2009,549,,,
Obama,2010-07-24,44,47,1/20/2009,550,,,
Obama,2010-07-25,46,47,1/20/2009,551,,,
Obama,2010-07-26,45,48,1/20/2009,552,,,
Obama,2010-07-27,45,49,1/20/2009,553,,,
Obama,2010-07-28,46,47,1/20/2009,554,,,
Obama,2010-07-29,45,47,1/20/2009,555,,,
Obama,2010-07-30,46,47,1/20/2009,556,,,
Obama,2010-07-31,44,47,1/20/2009,557,,,3.1
Obama,2010-08-01,45,47,1/20/2009,558,218.312,9.5,
Obama,2010-08-02,45,46,1/20/2009,559,,,
Obama,2010-08-03,44,48,1/20/2009,560,,,
Obama,2010-08-04,45,48,1/20/2009,561,,,
Obama,2010-08-05,45,49,1/20/2009,562,,,
Obama,2010-08-06,46,47,1/20/2009,563,,,
Obama,2010-08-07,47,46,1/20/2009,564,,,
Obama,2010-08-08,45,48,1/20/2009,565,,,
Obama,2010-08-09,46,47,1/20/2009,566,,,
Obama,2010-08-10,45,48,1/20/2009,567,,,
Obama,2010-08-11,46,47,1/20/2009,568,,,
Obama,2010-08-12,44,48,1/20/2009,569,,,
Obama,2010-08-13,43,48,1/20/2009,570,,,
Obama,2010-08-14,42,49,1/20/2009,571,,,
Obama,2010-08-15,42,50,1/20/2009,572,,,
Obama,2010-08-16,42,51,1/20/2009,573,,,
Obama,2010-08-17,41,52,1/20/2009,574,,,
Obama,2010-08-18,41,52,1/20/2009,575,,,
Obama,2010-08-19,42,51,1/20/2009,576,,,
Obama,2010-08-20,43,50,1/20/2009,577,,,
Obama,2010-08-21,44,49,1/20/2009,578,,,
Obama,2010-08-22,44,49,1/20/2009,579,,,
Obama,2010-08-23,45,50,1/20/2009,580,,,
Obama,2010-08-24,42,51,1/20/2009,581,,,
Obama,2010-08-25,43,50,1/20/2009,582,,,
Obama,2010-08-26,44,49,1/20/2009,583,,,
Obama,2010-08-27,44,48,1/20/2009,584,,,
Obama,2010-08-28,43,49,1/20/2009,585,,,
Obama,2010-08-29,43,49,1/20/2009,586,,,
Obama,2010-08-30,45,47,1/20/2009,587,,,
Obama,2010-08-31,47,45,1/20/2009,588,,,3.1
Obama,2010-09-01,46,45,1/20/2009,589,218.439,9.5,
Obama,2010-09-02,46,46,1/20/2009,590,,,
Obama,2010-09-03,43,49,1/20/2009,591,,,
Obama,2010-09-04,45,48,1/20/2009,592,,,
Obama,2010-09-05,44,49,1/20/2009,593,,,
Obama,2010-09-06,46,47,1/20/2009,594,,,
Obama,2010-09-07,45,47,1/20/2009,595,,,
Obama,2010-09-08,46,46,1/20/2009,596,,,
Obama,2010-09-09,45,47,1/20/2009,597,,,
Obama,2010-09-10,44,48,1/20/2009,598,,,
Obama,2010-09-11,46,46,1/20/2009,599,,,
Obama,2010-09-12,46,46,1/20/2009,600,,,
Obama,2010-09-13,47,46,1/20/2009,601,,,
Obama,2010-09-14,46,47,1/20/2009,602,,,
Obama,2010-09-15,45,48,1/20/2009,603,,,
Obama,2010-09-16,45,48,1/20/2009,604,,,
Obama,2010-09-17,45,49,1/20/2009,605,,,
Obama,2010-09-18,47,46,1/20/2009,606,,,
Obama,2010-09-19,47,46,1/20/2009,607,,,
Obama,2010-09-20,45,46,1/20/2009,608,,,
Obama,2010-09-21,43,48,1/20/2009,609,,,
Obama,2010-09-22,44,47,1/20/2009,610,,,
Obama,2010-09-23,44,48,1/20/2009,611,,,
Obama,2010-09-24,44,48,1/20/2009,612,,,
Obama,2010-09-25,44,49,1/20/2009,613,,,
Obama,2010-09-26,44,49,1/20/2009,614,,,
